time,latitude,longitude,co,no,so2,tp,ssr,u10,v10,skt
2018-01-05 15:00:00,28.2,76.85,4.062465e-06,5.3231126e-08,7.658135e-08,0.0,3.5999988e-12,-2.1722822,0.9294472,282.42554
2018-01-05 15:00:00,28.2,77.6,5.1146526e-06,9.3227456e-08,1.0368229e-07,0.0,3.5999988e-12,-1.8613081,0.9613075,280.79645
2018-01-05 15:00:00,28.95,76.85,4.9807422e-06,6.6933495e-08,9.321036e-08,0.0,3.5999988e-12,-2.0602827,-1.161068,280.7641
2018-01-05 15:00:00,28.95,77.6,5.9668173e-06,6.395297e-08,8.777198e-08,0.0,3.5999988e-12,0.34535694,-1.0605431,280.04718
2018-01-05 18:00:00,28.2,76.85,5.711206e-06,1.0188864e-07,1.2421472e-07,0.0,3.5999988e-12,-1.4622736,1.8539891,280.21173
2018-01-05 18:00:00,28.2,77.6,7.08036e-06,1.6579256e-07,1.6342538e-07,0.0,3.5999988e-12,-1.5730524,0.8315892,279.23264
2018-01-05 18:00:00,28.95,76.85,6.860364e-06,1.2688298e-07,1.5279285e-07,0.0,3.5999988e-12,-1.7856379,-0.6250148,279.0018
2018-01-05 18:00:00,28.95,77.6,7.846222e-06,1.18562774e-07,1.3969765e-07,0.0,3.5999988e-12,0.5458441,-0.92146254,278.41776
2018-01-05 21:00:00,28.2,76.85,7.3557267e-06,1.5460894e-07,1.6018159e-07,0.0,3.5999988e-12,0.33657503,0.51128006,278.9651
2018-01-05 21:00:00,28.2,77.6,9.035153e-06,2.239984e-07,1.9564388e-07,0.0,3.5999988e-12,0.5922208,-0.36152267,278.1024
2018-01-05 21:00:00,28.95,76.85,8.890194e-06,2.0281252e-07,2.0027795e-07,0.0,3.5999988e-12,0.46773958,-0.8074455,277.88477
2018-01-05 21:00:00,28.95,77.6,9.816178e-06,1.8049971e-07,1.8076634e-07,0.0,3.5999988e-12,1.1093411,-1.4314079,277.8797
2018-01-06 00:00:00,28.2,76.85,6.5186173e-06,1.3559057e-07,8.429464e-08,0.0,3.5999988e-12,1.3074973,0.71278477,277.93658
2018-01-06 00:00:00,28.2,77.6,6.738341e-06,1.3997611e-07,9.1624834e-08,0.0,3.5999988e-12,1.4562094,-0.55387783,277.11536
2018-01-06 00:00:00,28.95,76.85,7.4247178e-06,1.5396091e-07,9.776038e-08,0.0,3.5999988e-12,0.83400184,-1.1952353,276.7952
2018-01-06 00:00:00,28.95,77.6,8.662236e-06,1.474043e-07,9.54514e-08,0.0,3.5999988e-12,1.2391684,-1.2982016,276.96912
